locus	selected_path_id	source	segmentation	rule
f84r.32	f84r.32|P01	qotar ytedy tedy dar olkedy qotedy shckhy chtol tedy dar or oly	qotar | ytedy | tedy | dar | olkedy | qotedy | shckhy | chtol | tedy | dar | or | oly	source-symbol stream
f84r.33	f84r.33|P01	shol tchdy tedy ykain shey cheol y tedy ol kedy okedar ol keed ol ary	shol | tchdy | tedy | ykain | shey | cheol | y | tedy | ol | kedy | okedar | ol | keed | ol | ary	source-symbol stream
f84r.34	f84r.34|P01	dsheyteey sor ol shedy daraldy otedaiin shckhchy chckhy daiin aryly	dsheyteey | sor | ol | shedy | daraldy | otedaiin | shckhchy | chckhy | daiin | aryly	source-symbol stream
f84r.35	f84r.35|P01	qokal daiin dain otey cheor air shckhy or air oro	qokal | daiin | dain | otey | cheor | air | shckhy | or | air | oro	source-symbol stream
f84r.36	f84r.36|P01	shey dar shey dain aiin shedy orol ykar okedy qoky chedy okedar chey alol	shey | dar | shey | dain | aiin | shedy | orol | ykar | okedy | qoky | chedy | okedar | chey | alol	source-symbol stream
f84r.37	f84r.37|P01	qoteedy qokol otedy shedy qokeedy dal ol dam	qoteedy | qokol | otedy | shedy | qokeedy | dal | ol | dam	source-symbol stream
f84r.38	f84r.38|P01	s or olchdy lshedy qokchy dol otedy ytchor olky	s | or | olchdy | lshedy | qokchy | dol | otedy | ytchor | olky	source-symbol stream
f84r.39	f84r.39|P01	dshedy sheedy qokedy chedy teedy qokeedy	dshedy | sheedy | qokedy | chedy | teedy | qokeedy	source-symbol stream
f84r.4	f84r.4|P01	okedy	okedy	source-symbol stream
f84r.40	f84r.40|P01	qokeedy dkedy olshedy qokal shckhy olkeedy	qokeedy | dkedy | olshedy | qokal | shckhy | olkeedy	source-symbol stream
f84r.41	f84r.41|P01	dsheedy oteedy qotar chekar orshedy saiin	dsheedy | oteedy | qotar | chekar | orshedy | saiin	source-symbol stream
f84r.42	f84r.42|P01	okaiin otchdy qokain shedy qokeey qotedy	okaiin | otchdy | qokain | shedy | qokeey | qotedy	source-symbol stream
f84r.43	f84r.43|P01	qokain otchedy skeey rcheky dal okeedy	qokain | otchedy | skeey | rcheky | dal | okeedy	source-symbol stream
f84r.44	f84r.44|P01	ykedy qotedy chcthy ol chcthy dar ar ory	ykedy | qotedy | chcthy | ol | chcthy | dar | ar | ory	source-symbol stream
f84r.45	f84r.45|P01	yteolchedy qokor shekedy okedy y dam	yteolchedy | qokor | shekedy | okedy | y | dam	source-symbol stream
f84r.46	f84r.46|P01	dchedy qokedy ar oror okedy okedy	dchedy | qokedy | ar | oror | okedy | okedy	source-symbol stream
f84r.47	f84r.47|P01	otaly	otaly	source-symbol stream
f84r.5	f84r.5|P01	loly	loly	source-symbol stream
f84r.6	f84r.6|P01	doiir	doiir	source-symbol stream
f84r.7	f84r.7|P01	olshy	olshy	source-symbol stream
f84r.8	f84r.8|P01	otedy	otedy	source-symbol stream
f84r.9	f84r.9|P01	lkol	lkol	source-symbol stream
f84v.1	f84v.1|P01	otdy dar chdy dar oram	otdy | dar | chdy | dar | oram	source-symbol stream
f84v.10	f84v.10|P01	qoteed otedy sheedy qokeedy qoeedy okeedy dam	qoteed | otedy | sheedy | qokeedy | qoeedy | okeedy | dam	source-symbol stream
f84v.11	f84v.11|P01	edy qoeedy ol cheey daiin chckhedy dain dy daiin	edy | qoeedy | ol | cheey | daiin | chckhedy | dain | dy | daiin	source-symbol stream
f84v.12	f84v.12|P01	qokees qokedy otedy shedy qokedy dol olkeedy dol teedam	qokees | qokedy | otedy | shedy | qokedy | dol | olkeedy | dol | teedam	source-symbol stream
f84v.13	f84v.13|P01	shedol chedy okedy otal chckhedy qotedy dokedy dol lkeey qokydy	shedol | chedy | okedy | otal | chckhedy | qotedy | dokedy | dol | lkeey | qokydy	source-symbol stream
f84v.14	f84v.14|P01	dshey olkeey dol ol otedy okedy okedy qokedy dal dar ol chedy sain	dshey | olkeey | dol | ol | otedy | okedy | okedy | qokedy | dal | dar | ol | chedy | sain	source-symbol stream
f84v.15	f84v.15|P01	qokshedy qokeed y daiin checthy okal ol kedy chedy dolkedy okedam	qokshedy | qokeed | y | daiin | checthy | okal | ol | kedy | chedy | dolkedy | okedam	source-symbol stream
f84v.16	f84v.16|P01	soiiin ol chedy qol tedy shey qokedy qokey dol y ol shedy qokedy	soiiin | ol | chedy | qol | tedy | shey | qokedy | qokey | dol | y | ol | shedy | qokedy	source-symbol stream
f84v.17	f84v.17|P01	qokeey otol chedy daiin dol sheedy chedy okedy r kchdy kol koldy	qokeey | otol | chedy | daiin | dol | sheedy | chedy | okedy | r | kchdy | kol | koldy	source-symbol stream
f84v.18	f84v.18|P01	dsheey qokeedy ykedy qokor shedy qoky dol shckhy qokain ol koldy	dsheey | qokeedy | ykedy | qokor | shedy | qoky | dol | shckhy | qokain | ol | koldy	source-symbol stream
f84v.19	f84v.19|P01	solkes olokar sheky shkol qokar chdy tal shedy okar okedy shedy dy	solkes | olokar | sheky | shkol | qokar | chdy | tal | shedy | okar | okedy | shedy | dy	source-symbol stream
f84v.2	f84v.2|P01	soiin okeeey sol okaly	soiin | okeeey | sol | okaly	source-symbol stream
f84v.20	f84v.20|P01	tolshy qoky qokedy shedy qoteedy	tolshy | qoky | qokedy | shedy | qoteedy	source-symbol stream
f84v.21	f84v.21|P01	pcholshedy shtol okedy opcholor kchdy ofched y r aiin cfheey ols	pcholshedy | shtol | okedy | opcholor | kchdy | ofched | y | r | aiin | cfheey | ols	source-symbol stream
f84v.22	f84v.22|P01	oshey tedy okain shey qokedy kchdy okedy okey dy okedy olshdy	oshey | tedy | okain | shey | qokedy | kchdy | okedy | okey | dy | okedy | olshdy	source-symbol stream
f84v.23	f84v.23|P01	qokeey olkaiin okol shedy cthy korol oror	qokeey | olkaiin | okol | shedy | cthy | korol | oror	source-symbol stream
f84v.24	f84v.24|P01	y cheey okeedy olkain olchey saiin oly	y | cheey | okeedy | olkain | olchey | saiin | oly	source-symbol stream
f84v.25	f84v.25|P01	qokain okain olol okal chedy chedy	qokain | okain | olol | okal | chedy | chedy	source-symbol stream
f84v.26	f84v.26|P01	ol qokar shdy qol otedy olchedy	ol | qokar | shdy | qol | otedy | olchedy	source-symbol stream
f84v.27	f84v.27|P01	y or shedy qolkeedy olchedy olkal	y | or | shedy | qolkeedy | olchedy | olkal	source-symbol stream
f84v.28	f84v.28|P01	dal shedy qokedy shedy dain daiin	dal | shedy | qokedy | shedy | dain | daiin	source-symbol stream
f84v.29	f84v.29|P01	sain shedy qokeey daiin okedy oldy	sain | shedy | qokeey | daiin | okedy | oldy	source-symbol stream
f84v.3	f84v.3|P01	kor shedy otedy qotedy otedar cfhdarol	kor | shedy | otedy | qotedy | otedar | cfhdarol	source-symbol stream
f84v.30	f84v.30|P01	qokey ol keed qokedy qokey qokeoly	qokey | ol | keed | qokedy | qokey | qokeoly	source-symbol stream
f84v.31	f84v.31|P01	chal daiin otal chdy otal chckhor aly	chal | daiin | otal | chdy | otal | chckhor | aly	source-symbol stream
f84v.32	f84v.32|P01	qokedy shey kal okedy yfchedy tedy lolor	qokedy | shey | kal | okedy | yfchedy | tedy | lolor	source-symbol stream
f84v.33	f84v.33|P01	shedy qokey qokedy chey dar okey okeshy olchy	shedy | qokey | qokedy | chey | dar | okey | okeshy | olchy	source-symbol stream
f84v.34	f84v.34|P01	qokain ol chedy alchey s al or chdy dchey okey lchy	qokain | ol | chedy | alchey | s | al | or | chdy | dchey | okey | lchy	source-symbol stream
f84v.35	f84v.35|P01	shor ol okain shedy olshedy tol okeedy chedy okedy lol	shor | ol | okain | shedy | olshedy | tol | okeedy | chedy | okedy | lol	source-symbol stream
f84v.36	f84v.36|P01	qokey sol kedy okey lkain shey shes ol shedy qokeey ror	qokey | sol | kedy | okey | lkain | shey | shes | ol | shedy | qokeey | ror	source-symbol stream
f84v.37	f84v.37|P01	chckhy qokaiin shey dain qokeey daiin okaiin qokal dys	chckhy | qokaiin | shey | dain | qokeey | daiin | okaiin | qokal | dys	source-symbol stream
f84v.38	f84v.38|P01	qokchey qokeedy okedy dolor ol chedy oteol olol	qokchey | qokeedy | okedy | dolor | ol | chedy | oteol | olol	source-symbol stream
f84v.39	f84v.39|P01	lshedy qol aiin okey olchey lchey olshedy shckhy soly	lshedy | qol | aiin | okey | olchey | lchey | olshedy | shckhy | soly	source-symbol stream
f84v.4	f84v.4|P01	oteey qoteey okey chetain sheeky daiin al	oteey | qoteey | okey | chetain | sheeky | daiin | al	source-symbol stream
f84v.40	f84v.40|P01	yteedar olkeey olchey qokey lkeoldy daiin olkedy ykaiin	yteedar | olkeey | olchey | qokey | lkeoldy | daiin | olkedy | ykaiin	source-symbol stream
f84v.41	f84v.41|P01	sor otes doltedy otol chedy	sor | otes | doltedy | otol | chedy	source-symbol stream
f84v.42	f84v.42|P01	okar	okar	source-symbol stream
f84v.43	f84v.43|P01	ydairol	ydairol	source-symbol stream
f84v.44	f84v.44|P01	ychckhy	ychckhy	source-symbol stream
f84v.45	f84v.45|P01	dshedy	dshedy	source-symbol stream
f84v.46	f84v.46|P01	okchdy	okchdy	source-symbol stream
f84v.47	f84v.47|P01	solchey	solchey	source-symbol stream
f84v.48	f84v.48|P01	dair oldy	dair | oldy	source-symbol stream
f84v.49	f84v.49|P01	darchy	darchy	source-symbol stream
f84v.5	f84v.5|P01	qokeey oteedy shedy qokeed or okeedy ry	qokeey | oteedy | shedy | qokeed | or | okeedy | ry	source-symbol stream
f84v.50	f84v.50|P01	yy	yy	source-symbol stream
f84v.51	f84v.51|P01	ochedy	ochedy	source-symbol stream
f84v.6	f84v.6|P01	ykeedy qoeedy olkeey sheky qokeey	ykeedy | qoeedy | olkeey | sheky | qokeey	source-symbol stream
f84v.7	f84v.7|P01	poiin ol kedy okedy qoky okchdy qokey	poiin | ol | kedy | okedy | qoky | okchdy | qokey	source-symbol stream
