running_slot_ordinal	slot_id	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_recipe	atom_position	atom_root	boundary_class	fill_status	primary_governor_kind	primary_governor_key	realization_scope	host_source	guard
5308	RUNNING:G407-E2029@2	G407-E2029	G407-S239	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qotaly	OT+AL+Y	2	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	PRIMARY_GOVERNOR	G407-A02129	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5309	RUNNING:G407-E2029@3	G407-E2029	G407-S239	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	qotaly	OT+AL+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	PRIMARY_GOVERNOR	G407-A02130	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5310	RUNNING:G407-E2030@1	G407-E2030	G407-S239	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	dar	D_ADDR+AR	1	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	FOCUS_CONSENSUS_OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	PRIMARY_GOVERNOR	SAME_CARD_FOCUS_GOVERNOR_CONSENSUS	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5311	RUNNING:G407-E2030@2	G407-E2030	G407-S239	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	dar	D_ADDR+AR	2	AR	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	OWNER_CONTEXT	OWNER:unbebilderter Textabschnitt A5	PRIMARY_GOVERNOR	G407-A02131	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5312	RUNNING:G407-E2031@1	G407-E2031	G407-S239	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	sain	S+AIN	1	S	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2031@1:S	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5313	RUNNING:G407-E2031@2	G407-E2031	G407-S239	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	sain	S+AIN	2	AIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2031@1:S	PRIMARY_GOVERNOR	G407-A02132	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5314	RUNNING:G407-E2032@1	G407-E2032	G407-S239	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	shedy	SH+E+DY	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2032@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5315	RUNNING:G407-E2032@2	G407-E2032	G407-S239	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	shedy	SH+E+DY	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2032@1:SH	PRIMARY_GOVERNOR	G407-A02133	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5316	RUNNING:G407-E2032@3	G407-E2032	G407-S239	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	shedy	SH+E+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2032@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5317	RUNNING:G407-E2033@1	G407-E2033	G407-S240	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	oleeed	OL+EEE+D_ADDR	1	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2033@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5318	RUNNING:G407-E2033@2	G407-E2033	G407-S240	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	oleeed	OL+EEE+D_ADDR	2	EEE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E2033:OL>G<END	PRIMARY_GOVERNOR	G407-A02134	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5319	RUNNING:G407-E2033@3	G407-E2033	G407-S240	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A5	oleeed	OL+EEE+D_ADDR	3	D_ADDR	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	CONTROL_ENVELOPE	CONTROL:G407-E2033:STATE_CARD	PRIMARY_GOVERNOR	VISIBLE_STATE_CONTROL_ENVELOPE	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5320	RUNNING:G407-E2034@1	G407-E2034	G407-S241	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	sheedy	SH+EE+DY	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2034@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5321	RUNNING:G407-E2034@2	G407-E2034	G407-S241	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	sheedy	SH+EE+DY	2	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2034@1:SH	PRIMARY_GOVERNOR	G407-A02135	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5322	RUNNING:G407-E2034@3	G407-E2034	G407-S241	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	sheedy	SH+EE+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2034@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5323	RUNNING:G407-E2035@1	G407-E2035	G407-S242	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokedy	OK+E+DY	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2035@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5324	RUNNING:G407-E2035@2	G407-E2035	G407-S242	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokedy	OK+E+DY	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2035@1:OK	PRIMARY_GOVERNOR	G407-A02136	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5325	RUNNING:G407-E2035@3	G407-E2035	G407-S242	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokedy	OK+E+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2035@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5326	RUNNING:G407-E2036@1	G407-E2036	G407-S243	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	1	CHD	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2036@1:CHD	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5327	RUNNING:G407-E2036@2	G407-E2036	G407-S243	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	2	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2036@1:CHD	PRIMARY_GOVERNOR	G407-A02137	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5328	RUNNING:G407-E2037@1	G407-E2037	G407-S243	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	1	CHD	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2037@1:CHD	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5329	RUNNING:G407-E2037@2	G407-E2037	G407-S243	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	2	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2037@1:CHD	PRIMARY_GOVERNOR	G407-A02138	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5330	RUNNING:G407-E2038@1	G407-E2038	G407-S243	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokain	OK+AIN	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2038@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5331	RUNNING:G407-E2038@2	G407-E2038	G407-S243	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokain	OK+AIN	2	AIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2038@1:OK	PRIMARY_GOVERNOR	G407-A02139	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5332	RUNNING:G407-E2039@1	G407-E2039	G407-S243	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chckhy	CH+K+Y	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2039@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5333	RUNNING:G407-E2039@2	G407-E2039	G407-S243	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chckhy	CH+K+Y	2	K	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2039@2:K	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5334	RUNNING:G407-E2039@3	G407-E2039	G407-S243	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chckhy	CH+K+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2039@2:K	PRIMARY_GOVERNOR	G407-A02140	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5335	RUNNING:G407-E2040@1	G407-E2040	G407-S243	5	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olchy	OL+CH+Y	1	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2040@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5336	RUNNING:G407-E2040@2	G407-E2040	G407-S243	5	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olchy	OL+CH+Y	2	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2040@2:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5337	RUNNING:G407-E2040@3	G407-E2040	G407-S243	5	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olchy	OL+CH+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2040@2:CH	PRIMARY_GOVERNOR	G407-A02141	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5338	RUNNING:G407-E2041@1	G407-E2041	G407-S243	6	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	l	L	1	L	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2040@2:CH	PRIMARY_GOVERNOR	G407-A02142	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5339	RUNNING:G407-E2042@1	G407-E2042	G407-S243	7	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	ain	AIN	1	AIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2040@2:CH	PRIMARY_GOVERNOR	G407-A02143	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5340	RUNNING:G407-E2043@1	G407-E2043	G407-S243	8	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shedy	SH+E+DY	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2043@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5341	RUNNING:G407-E2043@2	G407-E2043	G407-S243	8	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shedy	SH+E+DY	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2043@1:SH	PRIMARY_GOVERNOR	G407-A02144	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5342	RUNNING:G407-E2043@3	G407-E2043	G407-S243	8	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	shedy	SH+E+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2043@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5343	RUNNING:G407-E2044@1	G407-E2044	G407-S244	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olaiin	OL+AIIN	1	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2044@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5344	RUNNING:G407-E2044@2	G407-E2044	G407-S244	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olaiin	OL+AIIN	2	AIIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2045@1:CHD	PRIMARY_GOVERNOR	G407-A02145	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5345	RUNNING:G407-E2045@1	G407-E2045	G407-S244	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	1	CHD	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2045@1:CHD	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5346	RUNNING:G407-E2045@2	G407-E2045	G407-S244	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	2	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2045@1:CHD	PRIMARY_GOVERNOR	G407-A02146	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5347	RUNNING:G407-E2046@1	G407-E2046	G407-S244	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokey	OK+E+Y	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2046@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5348	RUNNING:G407-E2046@2	G407-E2046	G407-S244	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokey	OK+E+Y	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2046@1:OK	PRIMARY_GOVERNOR	G407-A02147	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5349	RUNNING:G407-E2046@3	G407-E2046	G407-S244	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokey	OK+E+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2046@1:OK	PRIMARY_GOVERNOR	G407-A02148	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5350	RUNNING:G407-E2047@1	G407-E2047	G407-S244	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dalshedy	AL+SH+E+DY	1	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2046@1:OK	PRIMARY_GOVERNOR	G407-A02149	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5351	RUNNING:G407-E2047@2	G407-E2047	G407-S244	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dalshedy	AL+SH+E+DY	2	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2047@2:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5352	RUNNING:G407-E2047@3	G407-E2047	G407-S244	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dalshedy	AL+SH+E+DY	3	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2047@2:SH	PRIMARY_GOVERNOR	G407-A02150	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5353	RUNNING:G407-E2047@4	G407-E2047	G407-S244	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dalshedy	AL+SH+E+DY	4	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2047@4:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5354	RUNNING:G407-E2048@1	G407-E2048	G407-S245	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qol	OL	1	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2048@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5355	RUNNING:G407-E2049@1	G407-E2049	G407-S245	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	sheedy	SH+EE+DY	1	SH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2049@1:SH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5356	RUNNING:G407-E2049@2	G407-E2049	G407-S245	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	sheedy	SH+EE+DY	2	EE	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2049@1:SH	PRIMARY_GOVERNOR	G407-A02151	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5357	RUNNING:G407-E2049@3	G407-E2049	G407-S245	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	sheedy	SH+EE+DY	3	DY	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2049@3:DY	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5358	RUNNING:G407-E2050@1	G407-E2050	G407-S246	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokaldy	OK+AL+Y	1	OK	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2050@1:OK	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5359	RUNNING:G407-E2050@2	G407-E2050	G407-S246	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokaldy	OK+AL+Y	2	AL	RUNNING_RELATION_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2050@1:OK	PRIMARY_GOVERNOR	G407-A02152	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5360	RUNNING:G407-E2050@3	G407-E2050	G407-S246	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qokaldy	OK+AL+Y	3	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2050@1:OK	PRIMARY_GOVERNOR	G407-A02153	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5361	RUNNING:G407-E2051@1	G407-E2051	G407-S246	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chepy	CH+E+P+Y	1	CH	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2051@1:CH	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5362	RUNNING:G407-E2051@2	G407-E2051	G407-S246	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chepy	CH+E+P+Y	2	E	RUNNING_MODIFIER_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2051@1:CH	PRIMARY_GOVERNOR	G407-A02154	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5363	RUNNING:G407-E2051@3	G407-E2051	G407-S246	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chepy	CH+E+P+Y	3	P	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2051@3:P	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5364	RUNNING:G407-E2051@4	G407-E2051	G407-S246	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chepy	CH+E+P+Y	4	Y	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2051@3:P	PRIMARY_GOVERNOR	G407-A02155	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5365	RUNNING:G407-E2052@1	G407-E2052	G407-S246	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	dain	AIN	1	AIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2051@3:P	PRIMARY_GOVERNOR	G407-A02156	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5366	RUNNING:G407-E2053@1	G407-E2053	G407-S246	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	alolor	OL+OR	1	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2053@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5367	RUNNING:G407-E2053@2	G407-E2053	G407-S246	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	alolor	OL+OR	2	OR	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2051@3:P	PRIMARY_GOVERNOR	G407-A02157	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5368	RUNNING:G407-E2054@1	G407-E2054	G407-S246	5	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olain	OL+AIN	1	OL	RUNNING_STATE_CONTROL	CONTROL_HOST_ONLY	SELF_STATE_CONTROL	CONTROL:G407-E2054@1:OL	CONTROL_BLOCK	GDT557_STATE_GRAMMAR	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5369	RUNNING:G407-E2054@2	G407-E2054	G407-S246	5	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	olain	OL+AIN	2	AIN	RUNNING_OBJECT_FUNCTION	CONTENT_CARRIER	PRIMARY_ACTION	ACTION:G407-E2051@3:P	PRIMARY_GOVERNOR	G407-A02158	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
5370	RUNNING:G407-E2055@1	G407-E2055	G407-S246	6	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	chedy	CHD+Y	1	CHD	RUNNING_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	ACTION:G407-E2055@1:CHD	SELF	FINAL_RECIPE_SELF_HEAD	EVERY_RUNNING_SLOT_HAS_ONE_BOUNDARY_CLASS_AND_PRIMARY_GOVERNOR
