gdt750_calibration_occurrence_id	known_surface	page	locus	token_ordinal	true_quality_stage_axes	V0_DIRECT_RAW_R1_predicted_axes	V0_DIRECT_RAW_R1_hit_axes	V0_DIRECT_RAW_R1_false_axes	V0_DIRECT_RAW_R1_selected_ring	V1_DIRECT_NO_CLOSE_R1_predicted_axes	V1_DIRECT_NO_CLOSE_R1_hit_axes	V1_DIRECT_NO_CLOSE_R1_false_axes	V1_DIRECT_NO_CLOSE_R1_selected_ring	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_predicted_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_hit_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_false_axes	V2_D1_MULTI_FORM_R1_NO_CLOSE_ACTIVE_selected_ring	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_predicted_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_hit_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_false_axes	V3_D1_MULTI_FORM_R2_NO_CLOSE_DISCOVERY_selected_ring	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_predicted_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_hit_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_false_axes	V4_D2_MULTI_FORM_R1_NO_CLOSE_SENSITIVITY_selected_ring	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_predicted_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_hit_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_false_axes	V5_D2_MULTI_FORM_R2_NO_CLOSE_SENSITIVITY_selected_ring	literal_identity_credit	confirmed_lexeme	component_export_credit
G750-K0667	dchey	f49r	f49r.16	3	DRY|MIDDLE_STAGE	COLD|DRY	DRY	COLD	1	COLD|DRY	DRY	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	1	DRY	DRY	NONE	1	0	0	0
G750-K0668	cheey	f49r	f49r.19	3	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0669	cheey	f49r	f49r.7	2	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0670	sheeod	f49v	f49v.18	2	END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0671	chol	f49v	f49v.26	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0672	chol	f49v	f49v.30	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0673	chol	f49v	f49v.40	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0674	chol	f49v	f49v.50	1	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0675	cheey	f49v	f49v.52	3	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0676	chol	f4r	f4r.3	2	DRY	COLD|DRY	DRY	COLD	1	COLD|DRY	DRY	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	COLD|DRY	DRY	COLD	1	COLD|DRY	DRY	COLD	1	0	0	0
G750-K0677	chol	f4v	f4v.10	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0678	sheedy	f50r	f50r.3	3	MOIST|END_STAGE	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0679	chckhy	f50r	f50r.5	2	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0680	cheeor	f50r	f50r.6	7	DRY|END_STAGE	COLD	NONE	COLD	1	COLD	NONE	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0681	ykeey	f50r	f50r.9	3	HOT|END_STAGE	HOT	HOT	NONE	1	HOT	HOT	NONE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0682	cheey	f50v	f50v.2	9	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0683	chckhy	f50v	f50v.5	4	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0684	chckhy	f50v	f50v.8	7	DRY|BEGIN_STAGE	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0685	cheeal	f51r	f51r.12	4	DRY|END_STAGE	HOT|MIDDLE_STAGE	NONE	HOT|MIDDLE_STAGE	1	HOT|MIDDLE_STAGE	NONE	HOT|MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0686	qockhey	f51r	f51r.12	6	MIDDLE_STAGE	HOT|MIDDLE_STAGE	MIDDLE_STAGE	HOT	1	HOT|MIDDLE_STAGE	MIDDLE_STAGE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0687	qockhey	f51r	f51r.5	4	MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0688	ykeey	f51v	f51v.11	3	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0689	ykeey	f52r	f52r.7	7	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0690	cheey	f52r	f52r.8	2	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0691	chol	f52v	f52v.10	3	DRY	HOT|END_STAGE	NONE	HOT|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0692	chol	f52v	f52v.2	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0693	sheol	f52v	f52v.3	7	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0694	cheeor	f52v	f52v.4	4	DRY|END_STAGE	MIDDLE_STAGE	NONE	MIDDLE_STAGE	1	MIDDLE_STAGE	NONE	MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0695	chol	f52v	f52v.9	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0696	chol	f53r	f53r.9	2	DRY	COLD	NONE	COLD	1	COLD	NONE	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	COLD	NONE	COLD	1	COLD	NONE	COLD	1	0	0	0
G750-K0697	chol	f53v	f53v.3	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0698	chol	f53v	f53v.6	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0699	chckhy	f54v	f54v.10	3	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0700	chol	f54v	f54v.12	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0701	chol	f54v	f54v.16	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0702	chol	f54v	f54v.4	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0703	chol	f54v	f54v.4	7	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0704	qockhey	f54v	f54v.9	2	MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0705	chol	f55r	f55r.3	2	DRY	HOT|DRY	DRY	HOT	1	HOT|DRY	DRY	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	1	DRY	DRY	NONE	1	0	0	0
G750-K0706	chckhy	f55r	f55r.3	9	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0707	chol	f55r	f55r.5	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0708	chckhy	f55r	f55r.9	4	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0709	chckhy	f55v	f55v.1	3	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0710	cheeky	f55v	f55v.11	3	HOT|DRY|BEGIN_STAGE|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0711	chol	f56r	f56r.15	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0712	dchey	f56r	f56r.6	3	DRY|MIDDLE_STAGE	HOT|END_STAGE	NONE	HOT|END_STAGE	1	HOT|END_STAGE	NONE	HOT|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0713	qokchey	f56v	f56v.12	1	HOT|DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0714	chol	f56v	f56v.14	1	DRY	DRY	DRY	NONE	1	DRY	DRY	NONE	1	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	DRY	DRY	NONE	1	DRY	DRY	NONE	1	0	0	0
G750-K0715	chol	f56v	f56v.14	4	DRY	HOT|DRY|BEGIN_STAGE	DRY	HOT|BEGIN_STAGE	1	HOT|DRY|BEGIN_STAGE	DRY	HOT|BEGIN_STAGE	1	DRY	DRY	NONE	1	DRY	DRY	NONE	1	DRY|BEGIN_STAGE	DRY	BEGIN_STAGE	1	DRY|BEGIN_STAGE	DRY	BEGIN_STAGE	1	0	0	0
G750-K0716	chol	f56v	f56v.15	2	DRY	COLD|DRY	DRY	COLD	1	COLD|DRY	DRY	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	COLD|DRY	DRY	COLD	1	COLD|DRY	DRY	COLD	1	0	0	0
G750-K0717	chol	f56v	f56v.15	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	COLD|DRY	DRY	COLD	2	0	0	0
G750-K0718	chol	f56v	f56v.16	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0719	chol	f56v	f56v.16	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0720	chol	f56v	f56v.3	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0721	chol	f56v	f56v.3	3	DRY	COLD|DRY|MIDDLE_STAGE	DRY	COLD|MIDDLE_STAGE	1	COLD|DRY|MIDDLE_STAGE	DRY	COLD|MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0722	qotchey	f56v	f56v.3	4	COLD|DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0723	chol	f56v	f56v.7	2	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0724	chal	f58r	f58r.13	7	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	0	0	0
G750-K0725	chal	f58r	f58r.14	9	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0726	chal	f58r	f58r.19	9	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0727	chol	f58r	f58r.22	3	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0728	chal	f58r	f58r.22	9	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0729	chal	f58r	f58r.29	10	DRY|BEGIN_STAGE	DRY|MIDDLE_STAGE	DRY	MIDDLE_STAGE	1	DRY|MIDDLE_STAGE	DRY	MIDDLE_STAGE	1	DRY	DRY	NONE	1	DRY	DRY	NONE	1	DRY	DRY	NONE	1	DRY	DRY	NONE	1	0	0	0
G750-K0730	chol	f58r	f58r.31	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0731	chol	f58r	f58r.31	9	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0732	sheol	f58r	f58r.35	2	MOIST	HOT	NONE	HOT	1	HOT	NONE	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0733	sheol	f58r	f58r.39	5	MOIST	BEGIN_STAGE	NONE	BEGIN_STAGE	1	BEGIN_STAGE	NONE	BEGIN_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0734	ykeey	f58r	f58r.6	8	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0735	chol	f58v	f58v.14	4	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	2	0	0	0
G750-K0736	chol	f58v	f58v.14	8	DRY	COLD|BEGIN_STAGE	NONE	COLD|BEGIN_STAGE	1	COLD|BEGIN_STAGE	NONE	COLD|BEGIN_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	2	0	0	0
G750-K0737	chal	f58v	f58v.18	2	DRY|BEGIN_STAGE	MOIST|MIDDLE_STAGE	NONE	MOIST|MIDDLE_STAGE	1	MOIST|MIDDLE_STAGE	NONE	MOIST|MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	1	NONE	NONE	NONE	1	0	0	0
G750-K0738	chol	f58v	f58v.20	6	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0739	choar	f58v	f58v.29	7	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0740	cheeky	f58v	f58v.37	8	HOT|DRY|BEGIN_STAGE|END_STAGE	HOT|DRY|MIDDLE_STAGE	HOT|DRY	MIDDLE_STAGE	1	HOT|DRY|MIDDLE_STAGE	HOT|DRY	MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0741	chol	f5v	f5v.2	2	DRY	DRY	DRY	NONE	1	DRY	DRY	NONE	1	DRY	DRY	NONE	1	DRY	DRY	NONE	1	DRY	DRY	NONE	1	DRY	DRY	NONE	1	0	0	0
G750-K0742	chol	f5v	f5v.5	7	DRY	COLD|DRY	DRY	COLD	1	COLD|DRY	DRY	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0743	chol	f5v	f5v.6	2	DRY	COLD|END_STAGE	NONE	COLD|END_STAGE	1	COLD	NONE	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	COLD	NONE	COLD	1	COLD	NONE	COLD	1	0	0	0
G750-K0744	chckhy	f66r	f66r.52	10	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0745	qokeeody	f66r	f66r.54	1	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0746	qokeeody	f66r	f66r.54	6	HOT|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0747	qokchey	f66r	f66r.61	1	HOT|DRY|MIDDLE_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0748	cheeky	f66r	f66r.62	2	HOT|DRY|BEGIN_STAGE|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	0	0	0
G750-K0749	sheol	f66r	f66r.64	2	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0750	sheol	f66r	f66r.70	8	MOIST	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0751	sheol	f66r	f66r.76	2	MOIST	MIDDLE_STAGE	NONE	MIDDLE_STAGE	1	MIDDLE_STAGE	NONE	MIDDLE_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0752	cheedy	f66r	f66r.78	6	DRY|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0753	sheol	f66r	f66r.79	1	MOIST	COLD|END_STAGE	NONE	COLD|END_STAGE	1	COLD|END_STAGE	NONE	COLD|END_STAGE	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0754	sheedy	f66r	f66r.80	5	MOIST|END_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0755	chty	f66r	f66r.82	3	COLD|DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0756	chckhy	f66v	f66v.12	6	DRY|BEGIN_STAGE	HOT|DRY	DRY	HOT	1	HOT|DRY	DRY	HOT	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0757	chckhd	f66v	f66v.7	7	DRY|END_STAGE	COLD|DRY	DRY	COLD	1	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0758	chckhy	f6r	f6r.2	2	DRY|BEGIN_STAGE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	0	0	0
G750-K0759	chol	f6r	f6r.7	5	DRY	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	NONE	NONE	NONE	NONE	DRY	DRY	NONE	2	0	0	0
